🇹🇼台灣主頻道,#genre#
信大電視,https://raw.githubusercontent.com/JK0886449/ez/main/11.m3u8
信吉衛視,http://198.16.100.90:8278/huanyutaiwan_twn/playlist.m3u8?tid=MF2F6235549962355499&ct=19376&tsum=00b9430437e3566d54408b49975428e3
叫您第一名,https://raw.githubusercontent.com/JK0886449/ez/main/10.m3u8
正德電視,https://raw.githubusercontent.com/JK0886449/ez/main/08.m3u8
天美麗電視,https://raw.githubusercontent.com/JK0886449/ez/main/12.m3u8
運通財經,https://raw.githubusercontent.com/JK0886449/ez/main/13.m3u8
全球財經,https://raw.githubusercontent.com/JK0886449/ez/main/14.m3u8
全球財經,http://www.336699.live:1935/blocksix/4gtv-live060.stream/playlist.m3u8
十方法界,https://raw.githubusercontent.com/JK0886449/ez/main/17.m3u8
桐瑛虎尾,https://raw.githubusercontent.com/JK0886449/ez/main/19.m3u8
桐瑛台南,https://raw.githubusercontent.com/JK0886449/ez/main/20.m3u8
桐瑛台中,https://raw.githubusercontent.com/JK0886449/ez/main/21.m3u8
三聖電視,https://raw.githubusercontent.com/JK0886449/ez/main/06.m3u8
國會頻道1,https://raw.githubusercontent.com/JK0886449/ez/main/36.m3u8
國會頻道1,http://61.58.60.230:9319/live/123.m3u8
國會頻道2,https://raw.githubusercontent.com/JK0886449/ez/main/37.m3u8
國會頻道2,http://61.58.60.230:9319/live/124.m3u8
HitFM,https://raw.githubusercontent.com/JK0886449/ez/main/39.m3u8
8FM,https://raw.githubusercontent.com/JK0886449/ez/main/41.m3u8
C-POP,https://raw.githubusercontent.com/JK0886449/ez/main/40.m3u8
K-POP,https://raw.githubusercontent.com/JK0886449/ez/main/38.m3u8
滾動力,http://www.336699.live:1935/blocksix/4gtv-live012.stream/playlist.m3u8
愛爾達生活旅遊,http://www.336699.live:1935/blocksix/4gtv-live120.stream/playlist.m3u8
LUXE TV,http://www.336699.live:1935/blocksix/4gtv-live121.stream/playlist.m3u8
Pet Club,http://www.336699.live:1935/blocksix/4gtv-live110.stream/playlist.m3u8
TV5MONDE,http://www.336699.live:1935/blocksix/4gtv-live122.stream/playlist.m3u8
TRACE Urban,http://www.336699.live:1935/blockfour/4gtv-4gtv082.stream/playlist.m3u8
Mezzo Live,http://www.336699.live:1935/blockfour/4gtv-4gtv083.stream/playlist.m3u8
東森購物1,http://www.336699.live:1935/blocksix/4gtv-live047.stream/playlist.m3u8
東森購物2,http://www.336699.live:1935/blocksix/4gtv-live046.stream/playlist.m3u8


🌏新聞台,#genre#
半島國際新聞,http://www.336699.live:1935/blockfour/litv-ftv10.stream/playlist.m3u8
VOA美國之音,http://www.336699.live:1935/blockfour/litv-ftv03.stream/playlist.m3u8
CNBC Asia財經,http://www.336699.live:1935/blocksix/4gtv-live130.stream/playlist.m3u8
三立iNews,https://raw.githubusercontent.com/JK0886449/ez/main/29.m3u8
三立Live新聞,https://raw.githubusercontent.com/JK0886449/ez/main/28.m3u8
三立新聞,http://60.251.59.180:8506/http/60.251.39.91:8081/hls/65/807/ch18.m3u8
三立新聞,http://123.51.230.64:18543/http/60.251.39.91:8081/hls/65/807/ch18.m3u8
民視新聞,https://raw.githubusercontent.com/JK0886449/ez/main/26.m3u8
台視新聞,https://raw.githubusercontent.com/JK0886449/ez/main/25.m3u8
中視新聞,https://raw.githubusercontent.com/JK0886449/ez/main/44.m3u8
華視新聞資訊,http://stream.dsichannel.com/hls/cts-news.m3u8
寰宇新聞,https://raw.githubusercontent.com/JK0886449/ez/main/31.m3u8
寰宇全球新聞,https://raw.githubusercontent.com/JK0886449/ez/main/22.m3u8
壹電視新聞,http://220.134.196.147:9546/http/60.251.39.91:8081/hls/66/808/ch24.m3u8
中天新聞,https://raw.githubusercontent.com/JK0886449/ez/main/24.m3u8
中天新聞2,https://raw.githubusercontent.com/JK0886449/ez/main/32.m3u8
東森新聞,http://220.134.196.147:9540/http/60.251.39.91:8081/hls/63/805/ch10.m3u8
東森財經,https://raw.githubusercontent.com/JK0886449/ez/main/50.m3u8
東森財經股市,https://raw.githubusercontent.com/JK0886449/ez/main/23.m3u8
鏡新聞,https://raw.githubusercontent.com/JK0886449/ez/main/27.m3u8
TVBS新聞,rtmp://9tv3.mine.nu/sat/tv551
TVBS,http://220.134.196.147:9531/http/116.50.42.18:8088/hls/75/817/ch58.m3u8
年代新聞,http://198.16.100.90:8278/niandainews_twn/playlist.m3u8?tid=m062d2322888417909285&ct=17874&tsum=da6e0908f8df0e85b37f9d93167b9fcd
非凡新聞,http://220.134.196.147:9539/http/60.251.39.91:8081/hls/75/817/ch57.m3u8
非凡商業,http://59.125.101.187:8535/http/60.251.39.91:8081/hls/74/816/ch56.m3u8


📺綜合台,#genre#
八大第一,http://123.51.229.65:18539/http/116.50.42.18:8088/hls/66/808/ch22.m3u8
八大第一,http://61.221.81.93:8078/hls/38/80/gtvfirst.m3u8
八大戲劇,http://61.221.81.93:8078/hls/38/80/gtvdrama.m3u8
八大綜合,http://220.134.196.147:9513/http/116.50.42.18:8081/hls/66/808/ch21.m3u8
八大綜合,http://198.16.100.90:8278/badazhonghe/playlist.m3u8?tid=MC7C4692263546922635&ct=19225&tsum=ffdc7a6397b511103e0df0b92e678790
三立台灣,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_0/chunklist.m3u8*~hmac=cfd432e7da8eece68fe4a4da3a3bc08ab1bbc50b147a84c95ae3d4a569e932b1
三立都會,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_0/chunklist.m3u8*~hmac=1a3986bd8fb660eacbcc9954c67fb674fa810779ddc2fab5fa77188868ca3686
三立綜合,http://198.16.100.90:8278/sanlizhonghe/playlist.m3u8?tid=MB0B8754413687544136&ct=19193&tsum=b815a8eec252a8266b57178e6b336b03
三立戲劇,http://198.16.100.90:8278/sanlixiju_twn/playlist.m3u8?tid=MCFC5174201151742011&ct=19193&tsum=27477ddeec029345da276c2c903f09c2
東森戲劇,http://61.221.81.93:8078/hls/34/80/ebcdrama.m3u8
東森綜合,http://220.134.196.147:9553/http/116.50.42.18:8081/hls/63/805/ch12.m3u8
東森超視,http://220.134.196.147:9575/http/60.251.39.91:8081/hls/64/806/ch14.m3u8
中天綜合,http://220.134.196.147:9550/http/116.50.42.18:8081/hls/67/809/ch25.m3u8
中天娛樂,http://220.134.196.147:9551/http/116.50.42.18:8081/hls/67/809/ch26.m3u8
衛視中文,http://220.134.196.147:9554/http/116.50.42.18:8081/hls/62/804/ch05.m3u8
Star World,http://220.134.196.147:9561/http/116.50.42.18:8081/hls/61/803/ch02.m3u8
年代MUCH,http://220.134.196.147:9548/http/60.251.39.91:8081/hls/72/814/ch45.m3u8
緯來綜合,http://123.51.229.65:18540/http/116.50.42.18:8081/hls/68/810/ch32.m3u8
緯來綜合,http://60.251.33.252:18540/http/116.50.42.18:8081/hls/68/810/ch32.m3u8
緯來戲劇,http://220.134.196.147:9579/http/60.251.39.91:8081/hls/69/811/ch33.m3u8
緯來育樂,rtmp://9tv3.mine.nu/sat/tv701
緯來日本,http://60.251.59.180:8513/http/116.50.42.18:8081/hls/69/811/ch34.m3u8
緯來日本,rtmp://9tv3.mine.nu/sat/tv771
龍華戲劇,http://www.336699.live:1935/blockfive/litv-longturn18.stream/playlist.m3u8
龍華日韓,http://www.336699.live:1935/blockfour/litv-longturn11.stream/playlist.m3u8
龍華偶像,http://198.16.100.90:8278/lunghuaidol_twn/playlist.m3u8?tid=ME6E1618913016189130&ct=19226&tsum=392d7662a2ff7080289fbe9646e8501d
愛爾達娛樂,http://www.336699.live:1935/blockfour/4gtv-4gtv070.stream/playlist.m3u8
愛爾達影劇,http://198.16.100.90:8278/eltayingju_twn/playlist.m3u8?tid=MFFF8590726285907262&ct=19249&tsum=ae4cb19fed11696df934d6e2489e2978
愛爾達綜合,http://142.44.139.219:25461/live/sheephome/judy957520/155.m3u8?token=HRdZAkFYQQlHUgYECAFWVAYAVFsGUwQGBQNTUVdaAwkCVwlRC1JaV1EVHxRLQBNVUVU8CgATC1JTAkhDFxEHQjlcVUEIElIDUQcFFBQWFVldXUFZVQcHUVICUVFVVk4SFlxVQQgSUgVQBwIPGhhDVUhMBhEKUF08AlISCAEHQAoIQF0PHhIMXTpTVltZWgUSChpTQUgTWBAWFV4PFw4OHERXWBdAURdWRw0RBQoDVBIcGgAMEV9FER8VXkM2NUAcRFBJF1deEFoKWREMGkASEhwaChA7Q1QQEkUBAA8HEBJcFwFBHhIOUh1oUFlWWgRTRFEMDRcTC0FXFUhDDw0MWRJaQzxCWQcRXxUAAQoHUAgSRQ==&token=HRdZAkFYQQlHVQEGCwxRUQJZVFNVUFUHUQcCBQEEUwQDAgcHC1IABVQVHxRLQBNVUVU8CgATC1JTAkhDFxEHQjlcVUEIElIDUQcFFBQWFVldXUFZVB0TEw9TRltAUFsHXgwTTxBVG0cARV1XVGsFVUZRAAZGC18WCltIQw0MPVQDWFANVhJZEVUVHxRRRxESClYWDwgdEwEPQxYAFgdACkQGA1QBEk8RBlhGWExGGBIKGjc0Rh0TBh5DAQ8RCw1eRA8TDgFFWxFJFVpFZ0YEQ0RKBgIJVENBXBVUQ05AD1EealIMXF4GUBFeXFhLFlsSARpPQQleXwoSWBY+EgsGElwXAlMKCVsRGA==
EYE戲劇,http://198.16.100.90:8278/eyetvxiju_twn/playlist.m3u8?tid=m379e8846d31b14432367&ct=17874&tsum=2c4c2acd16a5a5e00797ad6f4c4cb586
靖天育樂,http://www.336699.live:1935/blockfour/4gtv-4gtv062.stream/playlist.m3u8
靖天國際,http://www.336699.live:1935/blockfour/4gtv-4gtv063.stream/playlist.m3u8
靖天歡樂,http://www.336699.live:1935/blockfour/4gtv-4gtv054.stream/playlist.m3u8
靖天戲劇,http://www.336699.live:1935/blockfour/4gtv-4gtv058.stream/playlist.m3u8
靖天映畫,http://www.336699.live:1935/blockfour/4gtv-4gtv055.stream/playlist.m3u8
靖洋戲劇,http://www.336699.live:1935/blockfour/4gtv-4gtv045.stream/playlist.m3u8
采昌影劇,http://www.336699.live:1935/blockfour/4gtv-4gtv049.stream/playlist.m3u8
TVBS歡樂,rtmp://9tv3.mine.nu/sat/tv421
東風37,http://123.51.229.65:18560/http/116.50.42.18:8081/hls/68/810/ch31.m3u8
國興衛視,http://220.134.196.147:9546/http/116.50.42.19:8081/hls/64/806/ch15.m3u8
JET綜合,http://220.134.196.147:9538/http/60.251.39.91:8081/hls/74/816/ch54.m3u8
中視經典綜藝,https://raw.githubusercontent.com/JK0886449/ez/main/46.m3u8
饑餓遊戲,https://raw.githubusercontent.com/JK0886449/ez/main/42.m3u8
天才衝衝衝,https://raw.githubusercontent.com/JK0886449/ez/main/43.m3u8
曾國城綜藝大平台,https://raw.githubusercontent.com/JK0886449/ez/main/52.m3u8
中天美食旅遊,http://www.336699.live:1935/blocksix/4gtv-live123.stream/playlist.m3u8
中天全民最大黨,http://www.336699.live:1935/blocksix/4gtv-live076.stream/playlist.m3u8
中視精彩,http://www.336699.live:1935/blockfour/4gtv-4gtv064.stream/playlist.m3u8
Lifetime 娛樂頻道,http://www.336699.live:1935/blocksix/4gtv-live029.stream/playlist.m3u8
ARIRANG阿里郎頻道,http://www.336699.live:1935/blockfour/4gtv-4gtv079.stream/playlist.m3u8


📽電影台,#genre#
衛視電影,http://220.134.196.147:9549/http/116.50.42.18:8081/hls/62/804/ch07.m3u8
好萊塢電影,http://220.134.196.147:9523/http/116.50.42.18:8081/hls/74/816/ch55.m3u8
龍華電影,http://220.134.196.147:9574/http/116.50.42.18:8066/hls/210/10014/cstv14.m3u8
緯來電影,http://220.134.196.147:9571/http/116.50.42.18:8081/hls/69/811/ch35.m3u8
東森電影,http://198.16.100.90:8278/ettvmovie/playlist.m3u8?tid=MDED1943740419437404&ct=19225&tsum=120834a4218c4b5c3bb19efb8116f859
龍祥電影,http://198.16.100.90:8278/lungxiangtime_twn/playlist.m3u8?tid=MFFF9299444992994449&ct=19226&tsum=98d6988c4c94e299cb1c151856c909a8
美亞電影,http://198.16.100.90:8278/meiyamovie_twn/playlist.m3u8?tid=ME9E6301165163011651&ct=19249&tsum=c2c246af848b424b68e94e4b35cfa337
星衛電影,http://198.16.100.90:8278/xingwei_movie/playlist.m3u8?tid=MBDB4578128345781283&ct=19225&tsum=f2041ec954c95b4a5fe29d7ccbfe5b60
龍華洋片,http://198.16.100.90:8278/lunghuawestern_twn/playlist.m3u8?tid=m8fe1f2649ecd12830420&ct=17874&tsum=a6674ed93a8ec4ea4705c721b752d4db
東森洋片,http://198.16.100.90:8278/ettvwestern/playlist.m3u8?tid=mfdfc048e6c2416337202&ct=17874&tsum=cad39b26202d525ea820bee1d69e545f
HBO,http://61.221.81.93:8078/hls/23/80/hbo.m3u8
HBO強檔鉅獻,http://198.16.100.90:8278/hbohead_twn/playlist.m3u8?tid=MCDC6663932966639329&ct=19193&tsum=6999a99699b097f3af2ef550e5c81f93
HBO原創鉅獻,http://198.16.100.90:8278/hbosignature_twn/playlist.m3u8?tid=MC5C5754321157543211&ct=19225&tsum=2b86077147813534b4cae6dd85bb3c4a
HBO溫馨家庭,http://198.16.100.90:8278/fyi_twn/playlist.m3u8?tid=18186902&ct=17988&&tsum=7a21abab0a5912afb0ebc01db111e59f
AXN,http://61.221.81.93:8078/hls/32/80/axn.m3u8
CINEMAX,http://198.16.100.90:8278/cinemax_twn/playlist.m3u8?tid=MCEC1614519816145198&ct=19193&tsum=e635ddeeb683b5cbcda1319d0cc18f84
Star Movies Gold,http://220.134.196.147:9534/http/116.50.42.18:8081/hls/62/804/ch08.m3u8
影迷數位紀實,http://www.336699.live:1935/blocksix/4gtv-live023.stream/playlist.m3u8
My Cinema Europe,http://www.336699.live:1935/blocksix/4gtv-live157.stream/playlist.m3u8
經典電影,http://www.336699.live:1935/blocksix/4gtv-live021.stream/playlist.m3u8


⚾體育台,#genre#
MOMO綜合,http://220.134.196.147:9576/http/59.120.8.187:8081/hls/76/818/momo_max.m3u8
緯來體育,http://60.251.33.252:18509/http/59.120.8.187:8081/hls/67/809/ch28.m3u8
ELEVEN1體育,http://61.221.81.93:8078/hls/25/80/esport.m3u8
ELEVEN2體育,http://61.221.81.93:8078/hls/26/80/esport2.m3u8
隨機體育1,rtmp://9tv3.mine.nu/sat/md011
隨機體育2,rtmp://9tv3.mine.nu/sat/md021
隨機體育3,rtmp://9tv3.mine.nu/sat/md031
隨機體育4,rtmp://9tv3.mine.nu/sat/md041
隨機體育5,rtmp://9tv3.mine.nu/sat/md051
愛爾達體育1,http://198.16.100.90:8278/eltasport_twn/playlist.m3u8?tid=MB5B8133126081331260&ct=19225&tsum=5cb9d121709b107014d31cf856f3572e
愛爾達體育2,http://198.16.100.90:8278/eltasport2_twn/playlist.m3u8?tid=MB2B3966739039667390&ct=19249&tsum=20bdbd3a22909e8d89aabe7a923c8c5b
智林體育,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
智林體育,http://www.336699.live:1935/blockfour/4gtv-4gtv101.stream/playlist.m3u8
博斯網球,http://198.16.100.90:8278/bositennis_twn/playlist.m3u8?tid=m60f4fd9da4d1&ct=18335&tsum=4d026bfb332da29886aa772f2e149edb
博斯魅力,http://198.16.100.90:8278/bosisport1_twn/playlist.m3u8?tid=MF6F6900999569009995&ct=19225&tsum=1d6e966a02c88867f2a3234f3a980b7d
博斯運動1,http://220.134.196.147:9564/http/59.120.8.187:8066/hls/210/10018/cstv18.m3u8
博斯運動2,http://198.16.100.90:8278/bosisport2_twn/playlist.m3u8?tid=mb50f39eebf51&ct=18335&tsum=4f8960c36a3e7f2b069d574293809283
博斯高球1,http://198.16.100.90:8278/bosigolf1_twn/playlist.m3u8?tid=MD5D3832704238327042&ct=18393&tsum=cbf3bf749c9b0bf4828ab19efff1c5b0
博斯高球2,http://198.16.100.90:8278/bosigolf2_twn/playlist.m3u8?tid=MC1C7192072371920723&ct=19249&tsum=fbea99cd84e7284f2cd3f8eab29435dc
車迷TV,http://www.336699.live:1935/blockfive/4gtv-live201.stream/playlist.m3u8
TRACE Sport Stars,http://www.336699.live:1935/blockfour/4gtv-4gtv077.stream/playlist.m3u8
GINX Esports TV,http://www.336699.live:1935/blockfour/4gtv-4gtv053.stream/playlist.m3u8
WWE摔角,http://198.16.100.90:8278/wwe_twn/playlist.m3u8?tid=MACA9233903292339032&ct=18393&tsum=e4cbbd3b73f34348c4a58d7dc6fbd7dc


🎏親子台,#genre#
小巴士Tayo,https://raw.githubusercontent.com/JK0886449/ez/main/03.m3u8
小豬佩奇,https://raw.githubusercontent.com/JK0886449/ez/main/04.m3u8
湯姆貓,https://raw.githubusercontent.com/JK0886449/ez/main/05.m3u8
Dave and Ava,https://raw.githubusercontent.com/JK0886449/ez/main/02.m3u8
Disney Junior,https://raw.githubusercontent.com/JK0886449/ez/main/01.m3u8
LiveABC互動英語,http://www.336699.live:1935/blocksix/4gtv-live030.stream/playlist.m3u8
ELTV生活英語,http://www.336699.live:1935/blockfive/litv-longturn20.stream/playlist.m3u8
CN卡通,http://198.16.100.90:8278/momo1_twn/playlist.m3u8?tid=md272f875bb6916787346&ct=17874&tsum=0c38bae20c6db7e76ad1418654c8ccd4
Baby TV,http://198.16.100.90:8278/babytv_twn/playlist.m3u8?tid=m7ab1b92a1306&ct=18335&tsum=57086eb57e1cc0c75ba08c75acab2406
MOMO親子,http://220.134.196.147:9573/http/116.50.42.18:8088/hls/70/812/ch40.m3u8
momokids親子台,https://raw.githubusercontent.com/JK0886449/ez/main/53.m3u8
YOYO TV,https://raw.githubusercontent.com/JK0886449/ez/main/09.m3u8
東森幼幼,http://220.134.196.147:9588/http/116.50.42.18:8081/hls/63/805/ch09.m3u8
龍華卡通,http://220.134.196.147:9518/http/116.50.42.18:8066/hls/210/10013/cstv13.m3u8
龍華卡通,http://198.16.100.90:8278/jingtiancartoon_twn/playlist.m3u8?tid=MEEE6701222267012222&ct=19226&tsum=c1da0f03bc493ce969726d15fc9c0286
靖天卡通,http://www.336699.live:1935/blockfour/4gtv-4gtv044.stream/playlist.m3u8
Animax,http://220.134.196.147:9516/http/60.251.39.91:8081/hls/70/812/ch39.m3u8
i-Fun動漫,http://www.336699.live:1935/blockfour/litv-ftv15.stream/playlist.m3u8
經典卡通,http://www.336699.live:1935/blocksix/4gtv-live022.stream/playlist.m3u8
精選動漫,http://www.336699.live:1935/blocksix/4gtv-live024.stream/playlist.m3u8
兒童兒歌,https://raw.githubusercontent.com/JK0886449/ez/main/09.m3u8



